id,part,source_file,source_locator,authority_sha256,observation,adverse_evidence,proposed_smallest_correction,status
ALGEBRA-194,p01,algebra.tex,algebra.tex:7842-7850,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The proof concludes `there are at most finitely many` primes.","The intended conclusion is simple finiteness; `at most finitely many` is redundant and non-idiomatic.","Use `there are only finitely many`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-195,p01,algebra.tex,algebra.tex:42224-42238,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"For a retraction $\tau:R'\to R$, the proof writes `$\mathfrak m=\tau^{-1}(\mathfrak m')$` with $\mathfrak m'\subset R'$.","Inverse image under $\tau$ takes an ideal of the codomain $R$ to one in the domain $R'$; the printed expression is ill-typed. The parallel proof at line 42250 gives the correct relation.","Replace it by `$\mathfrak m'=\tau^{-1}(\mathfrak m)$`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-196,p01,algebra.tex,algebra.tex:42241-42258,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The tensor-base-change product begins with the $A'_1$ factor and also ends its ellipsis with another `$A'_1\otimes_{R',\tau}R$`.","The preceding product has distinct factors $A'_1,\ldots,A'_n$, and the following line names their base changes $A_1,\ldots,A_n$; the final displayed factor must be the $n$th one.","Replace the second `$A'_1$` by `$A'_n$`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-197,p01,algebra.tex,algebra.tex:8007-8010,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The definition says that every almost integral element of the fraction field is `contained in $R$`.","An element belongs to a ring; it is not a subset contained in the ring.","Replace `is contained in $R$` by `belongs to $R$`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-198,p01,algebra.tex,algebra.tex:8031-8033,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The proof says `there exists an $d>0$`.","The indefinite article before the consonant sound of $d$ must be `a`.","Replace `an` by `a`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-199,p01,algebra.tex,algebra.tex:8053-8061,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"After defining $P=x^d+\sum_{j<d}a_jx^j$, the proof quantifies the same coefficients as $a_i$ in two consecutive sentences.","No independent index $i$ is introduced; the polynomial and the scaled polynomial both use the summation index $j$.","Replace both coefficient occurrences `$a_i$` by `$a_j$`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-200,p01,algebra.tex,algebra.tex:8101-8104,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The proof says `the set of almost integral elements form a subring`.","The grammatical subject is the singular noun `set`.","Replace `form` by `forms`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-201,p01,algebra.tex,algebra.tex:42460-42470,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"For a finite etale $R$-algebra $S=\prod A_i$, the proof says each local factor $A_i$ is finite etale over $S$.","Each $A_i$ is a factor of $S$ and is finite etale over the base ring $R$; the following reduction modulo $\mathfrak m$ and cited henselian lemmas use the $R$-algebra structure.","Replace `finite etale over $S$` by `finite etale over $R$`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-202,p01,algebra.tex,algebra.tex:42474-42486,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"For an $R$-algebra map $\varphi:S_1\to S_2$, the induced multiplication map on $S_1\otimes_RS_2$ is printed as `$\varphi\times1$`.","The map from the tensor product is induced by the tensor product of $\varphi$ with the identity followed by multiplication; the symbol $\times$ is not the tensor-product map used here.","Replace `$\varphi\times1$` by `$\varphi\otimes1$`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-203,p01,algebra.tex,algebra.tex:8223-8225,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The set-builder expression is printed as `$I=\{f\in R, fx\in R\}$`.","The comma does not mark the predicate of the set-builder unambiguously; the standard TeX notation here is a vertical bar or colon.","Replace the comma after `$f\in R$` by `$\mid$` (or a colon).",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-204,p01,algebra.tex,algebra.tex:8292-8298,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The proof says `Denote $e_i=(\ldots)$ the $i$th idempotent`.","The English construction `denote ... the ...` requires `by`, or may be recast with `let ... be`.","Use `Let $e_i=(\ldots)$ be the $i$th idempotent`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-205,p01,algebra.tex,algebra.tex:8301-8308,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The proof calls each map `$R/\mathfrak p_i\to R_{\mathfrak p_i}$` `integrally closed`.","Definition 7568-7576 defines an integrally closed subring or subalgebra, not an arbitrary map; the intended property is that the source is integrally closed in the target.","Say that `$R/\mathfrak p_i$ is integrally closed in $R_{\mathfrak p_i}$` (or explicitly define the map-level shorthand).",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-206,p01,algebra.tex,algebra.tex:8326-8330,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The proof says that elements `$a,b\in R$` `come from objects $a_i,b_i$ over $R_i$`.","The preimages $a_i,b_i$ are elements of the rings $R_i$, not categorical objects over them.","Replace `objects $a_i,b_i$ over $R_i$` by `elements $a_i,b_i\in R_i$`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-207,p01,algebra.tex,algebra.tex:27688-27704,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The induction assumes injectivity of $\psi_i$, proves the case $i+1$, but concludes that `$\psi_i$ is injective` again.","The displayed quotient at the conclusion contains variables and relations through index $i+1$, so the map just proved injective is $\psi_{i+1}$.","Replace the concluding `$\psi_i$` by `$\psi_{i+1}$`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-208,p01,algebra.tex,algebra.tex:42545;42677;42679;42682;42685;42736,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"Six polynomial-ring expressions place `[T]` or `[x_1,\ldots,x_n]` directly after an unparenthesized quotient such as `$R/\mathfrak m^{n+1}[T]$` and `$R/\mathfrak m_R[x_1,\ldots,x_n]$`.","The intended coefficient rings are the residue quotients, whereas the printed scope can attach the polynomial variables to the ideal or make the quotient ill-typed; the surrounding prose explicitly calls these polynomial rings over the residue fields.","Parenthesize every coefficient quotient, e.g. `$(R/\mathfrak m^{n+1})[T]$`, `$(R/\mathfrak m_R)[x_1,\ldots,x_n]$`, and `$(S/\mathfrak m_S)[x_1,\ldots,x_n]$`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-209,p01,algebra.tex,algebra.tex:42737-42744,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The factorization specifies `$Q_2=(T-1)^e\bmod\mathfrak m_RR[T]$` but never quantifies $e$.","The exponent is introduced only in this congruence and must be a positive integer representing the multiplicity of the factor $T-1$.","Add `for some $e\geq1$` to the quantified factorization data.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-210,p01,algebra.tex,algebra.tex:8398-8407,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The lemma says `The set of elements ... form a $R$-submodule`.","The grammatical subject is the singular noun `set`.","Replace `form` by `forms`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-211,p01,algebra.tex,algebra.tex:8414-8419,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The final sentence of the proof ends with a comma immediately before `\end{proof}`.","The sentence and proof terminate there.","Replace the terminal comma by a period.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-212,p01,algebra.tex,algebra.tex:8552-8560,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"From `$Q(g)=g^n+\sum_{j<n}a_jg^j=0$`, the proof writes `$g^n=\sum_{j<n}a_jg^j$`.","Rearranging the defining polynomial equation introduces a minus sign, although the subsequent ideal-membership conclusion is unaffected.","Insert the missing minus sign: `$g^n=-\sum_{j<n}a_jg^j$`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-213,p01,algebra.tex,algebra.tex:8562-8568,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"For $y=zg$, the proof declares the degree-$n$ scaled polynomial $Q'$ to be the minimal polynomial of $y$ without excluding $z=0$.","If $z=0$, then $y=0$ has minimal polynomial $x$, so the displayed degree-$n$ polynomial need not be minimal; the desired conclusion $z\in\mathfrak p$ is then immediate.","Handle `if $z=0$ there is nothing to prove`; thereafter assume $z\ne0$ before asserting that $Q'$ is the minimal polynomial.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-214,p01,algebra.tex,algebra.tex:42770-42775,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The conclusion reads `then so is $R'\otimes_RA$ is a filtered colimit`.","The sentence contains two competing predicates (`so is` and `is a filtered colimit`).","Delete `so is`, yielding `then $R'\otimes_RA$ is a filtered colimit ...`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-215,p01,algebra.tex,algebra.tex:42834-42839,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The category definition says `and morphisms triples ...`.","The copular verb between `morphisms` and `triples` is missing.","Insert `are`: `and morphisms are triples ...`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-216,p01,algebra.tex,algebra.tex:42882-42893,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"For `$f:A\to S$` and `$\tau:\kappa(\mathfrak q)\to S/\mathfrak m_S$`, the conclusion writes `$f\bmod\mathfrak q=\tau$`.","The two displayed maps have different domains and codomains; the immediately preceding finite-etale lemma at lines 42611-42613 states the correctly typed residue-field condition.","Replace the formula by `and $f$ induces the map $\tau$ on residue fields`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-217,p01,algebra.tex,algebra.tex:27927-27949,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The proof says that for `each $i$`, `$e_{i-1}>A_ie_i+\cdots+A_ne_n$`.","At $i=1$ this invokes undefined $e_0$; the subsequent induction starts with the equation for $e_1$ and therefore needs the inequalities only for $i=2,\ldots,n$.","Replace `for each $i$` by `for $i=2,\ldots,n$`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-218,p01,algebra.tex,algebra.tex:28024-28053,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"After constructing generators in the stated $\mathbf Z$-subalgebra, the proof says `The last assertion follows from Lemma integral-sub-dim-equal`.","That cited lemma proves the preceding equality $r=\dim S$, whereas the literal last assertion is the $\mathbf Z$-subalgebra choice supplied by the induction and construction.","Replace `The last assertion` by `The assertion that $r$ is the dimension of $S$` (leaving the generator choice to the construction).",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-219,p01,algebra.tex,algebra.tex:28086-28102,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The transformed polynomial is said to be monic in $x_n$ over `$k[x_1,\ldots,x_n]$`.","A polynomial monic in the variable $x_n$ has coefficients in the polynomial ring on the remaining variables; including $x_n$ in the coefficient ring makes the statement vacuous and defeats the following finiteness argument.","Replace the coefficient ring by `$k[x_1,\ldots,x_{n-1}]$`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-220,p01,algebra.tex,algebra.tex:43084-43089,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The proof says `Now that triple $(S'',\ldots)$ determines an element`.","The intended demonstrative noun phrase is `the triple`; `that triple` would require different punctuation or context after `Now`.","Replace `Now that triple` by `Now the triple`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-221,p01,algebra.tex,algebra.tex:28373-28380,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The proof says `Hence the first equality by Lemma ...`.","The sentence lacks a finite verb.","Use `Hence the first equality follows from Lemma ...`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-222,p01,algebra.tex,algebra.tex:8729-8733,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The proof says `The implications (flat) implies (injective) implies ... are all trivial`.","The plural noun `implications` is followed by a chain of singular finite verbs, producing an ungrammatical sentence.","Use `The successive implications (flat) => (injective) => ... are all trivial` (with the existing references).",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-223,p01,algebra.tex,algebra.tex:8803-8818,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"With `$L\subset L'\subset R^{\oplus n}$`, the footnote calls `$L'\otimes_RM\to L\otimes_RM$` the obvious map.","Tensoring the given inclusion produces the natural map in the opposite direction, from $L\otimes_RM$ to $L'\otimes_RM$; the claimed commutative inclusions into $M^{\oplus n}$ use that direction.","Reverse the displayed map to `$L\otimes_RM\to L'\otimes_RM$`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-224,p01,algebra.tex,algebra.tex:43229-43288,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The equalizer construction says that the map `$F'\to\kappa(\mathfrak p)$` corresponds to `$\mathfrak p'$`.","No $\mathfrak p'$ is defined; the two morphisms have codomain pair $(S',\mathfrak q')$, and the prime $\mathfrak q'$ induces the displayed residue-field map on the fibre $F'$.","Replace `$\mathfrak p'$` by `$\mathfrak q'$`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-225,p01,algebra.tex,algebra.tex:9036-9045,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"The lemma begins `Suppose that $R$ is a ring, [sequence] a short exact sequence, and $N$ an $R$-module`.","The sequence and module noun phrases both lack a copular verb.","Use `Suppose that $R$ is a ring, that [sequence] is a short exact sequence, and that $N$ is an $R$-module` (or an equivalent `Let ... be` construction).",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-226,p01,algebra.tex,algebra.tex:9096-9105,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"`The following are equivalent` runs directly into the enumeration without punctuation.","A colon conventionally introduces the list of equivalent conditions and is used in the surrounding lemmas.","Add a colon after `equivalent`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-227,p01,algebra.tex,algebra.tex:9124-9138,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"Condition (2) reads `for every nonzero $R$-module $N$, then tensor product ...`.","The conditional adverb `then` is extraneous in an enumerated noun clause, and the noun `tensor product` lacks its article.","Use `for every nonzero $R$-module $N$, the tensor product ...`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
ALGEBRA-228,p01,algebra.tex,algebra.tex:43342-43361,FA8BB92E58A4F78A2BD01B3B6A4A87DE0A0D279F5DD90641B574DD5FBFFFA4F3,"For the map `$f:A\to S^{sh}$`, the conclusion requires `$f^{-1}(\mathfrak m_{S^h})=\mathfrak q$`.","The codomain is the strict henselization $S^{sh}$, so its maximal ideal—not that of the ordinary henselization $S^h$—has a preimage under $f$.","Replace `$\mathfrak m_{S^h}$` by `$\mathfrak m_{S^{sh}}$`.",reported_to_canon_2026-08-23_authority_unchanged_target_pending
